,PA01H:PM25,RN6:PM25,RUR_N:PM25,RUR-SE:PM25,GON:PM25,RAMBO:PM25,AUT:PM25,RUR_S:PM25,BOB:PM25,GEN:PM25,VITRY:PM25,A1:PM25,PA04C:PM25,BP_EST:PM25,OBJECTID
,PARIS 1er Les Halles,Route Nationale 6 - MELUN,Zone rurale Nord - Saint-Martin-du-Tertre,Zone rurale Sud-Est - Forêt de Fontainebleau,GONESSE,Rambouillet,Boulevard Péripherique Auteuil,Zone Rurale Sud - Bois Herpin,BOBIGNY,GENNEVILLIERS,VITRY-SUR-SEINE,Autoroute A1 - Saint-Denis,Paris Centre,Boulevard Périphérique Est,0
,PA01H,RN6,RUR_N,RUR-SE,GON,RAMBO,AUT,RUR_S,BOB,GEN,VITRY,A1,PA04C,BP_EST,1
,"PM 2,5 particules","PM 2,5 particules","PM 2,5 particules","PM 2,5 particules","PM 2,5 particules","PM 2,5 particules","PM 2,5 particules","PM 2,5 particules","PM 2,5 particules","PM 2,5 particules","PM 2,5 particules","PM 2,5 particules","PM 2,5 particules","PM 2,5 particules",2
,PM25,PM25,PM25,PM25,PM25,PM25,PM25,PM25,PM25,PM25,PM25,PM25,PM25,PM25,3
,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,4
2019/03/19 04:00:00+00,,18.600000,9.600000,12.900000,10,10,19.900000,9,13.800000,22.100000,12.500000,21.900000,11.500000,19.400000,1856
2019/03/19 05:00:00+00,,20.800000,8.800000,15.600000,12.400000,11.700000,20.500000,9,18.500000,23.200000,11.600000,26.900000,12,16.600000,1857
2019/03/19 06:00:00+00,,25,7.700000,14.500000,12.800000,13.200000,24.200000,9.200000,20.100000,22.800000,11.600000,31.200000,12.400000,19.500000,1858
2019/03/19 07:00:00+00,,25.300000,6.800000,14.800000,16.900000,12.200000,34.700000,12,23.200000,23.800000,11.700000,30.900000,13.300000,32.600000,1859
2019/03/19 08:00:00+00,,25.800000,9.900000,12.900000,20.100000,14.200000,20.300000,11.900000,26.300000,27.200000,17.700000,41.400000,14.900000,38.800000,1860
2019/03/19 09:00:00+00,,31.200000,8.400000,8.300000,14.700000,14.100000,16.400000,11.300000,23.100000,31,19.800000,31.500000,22.700000,30.700000,1861
2019/03/19 10:00:00+00,,19.700000,7.400000,8.500000,17.100000,,11.900000,11.700000,17.400000,27,9.800000,23.700000,23,19.900000,1862
2019/03/19 11:00:00+00,,9.700000,5.900000,8.800000,9.600000,,13.500000,7.200000,12.900000,15.700000,7.200000,16.500000,26.100000,21.200000,1863
2019/03/19 12:00:00+00,,13,4.400000,5.200000,7.600000,,13.300000,7.100000,10.600000,10.900000,6.200000,14.700000,16.700000,18.400000,1864
2019/03/19 13:00:00+00,,10.500000,5.400000,4.400000,9.300000,,13.100000,6.400000,6.100000,5.200000,8.800000,12.700000,13.400000,12,1865
2019/03/19 14:00:00+00,,6.800000,4.700000,6.400000,7.600000,,13.400000,9.300000,7.200000,7,7.800000,9.200000,12,9.500000,1866
2019/03/19 15:00:00+00,,9.800000,2.900000,6,7,,11.300000,6.100000,5.800000,9.300000,7.800000,15.300000,9.100000,6.700000,1867
2019/03/19 16:00:00+00,,13.300000,4.500000,4.700000,8.200000,,13.500000,5.100000,3.600000,7.600000,8.100000,7.700000,9.300000,6.600000,1868
2019/03/19 17:00:00+00,,16.200000,3.800000,6.800000,5.700000,,11.700000,5.800000,5.100000,8.200000,6.700000,14.500000,10.400000,7.500000,1869
2019/03/19 18:00:00+00,,19.700000,3.500000,6.900000,10.700000,,18.500000,5.700000,6.400000,8.600000,5.900000,14.400000,9.600000,10.300000,1870
2019/03/19 19:00:00+00,,29,10.200000,7,9.600000,,16,4.300000,8.500000,9.700000,8.800000,16.200000,11.400000,18.300000,1871
2019/03/19 20:00:00+00,,31.300000,18.400000,4.400000,14.700000,,20.500000,6.600000,15,10.700000,15.600000,15,12.800000,20.500000,1872
2019/03/19 21:00:00+00,,23.300000,10.600000,15.400000,17.600000,,21.600000,5.200000,23.800000,15.300000,17.200000,18.200000,13.900000,27.200000,1873
2019/03/19 22:00:00+00,,26.400000,10.100000,8.400000,16.500000,,23.500000,6.400000,34.600000,20.400000,13.700000,28.100000,16.200000,27.800000,1874
2019/03/19 23:00:00+00,,18.300000,9.200000,15.800000,14.700000,,23.600000,9,26.900000,30.700000,15.800000,23.600000,18.300000,30.100000,1875
2019/03/20 00:00:00+00,,27.300000,10.500000,13.400000,19.800000,,23.900000,9.700000,20.100000,30.600000,18.500000,23.600000,16.400000,30,1876
2019/03/20 01:00:00+00,,24.100000,13.500000,,19.700000,,18,8.100000,23.500000,31.700000,19.700000,23.300000,14.700000,31.600000,1877
2019/03/20 02:00:00+00,,20,12.400000,18,20.500000,,22.900000,13.700000,29.100000,32,18,31.200000,20.700000,24.200000,1878
2019/03/20 03:00:00+00,,20.300000,10,15.200000,20.100000,,21.800000,15.100000,33.300000,31.300000,17.100000,29.100000,23.100000,28.200000,1879
2019/03/20 04:00:00+00,,20.400000,7.500000,16.400000,29.300000,,26.300000,14.700000,42.900000,29.300000,18.200000,32.300000,22.300000,31.400000,1880
2019/03/20 05:00:00+00,,22.100000,7.400000,14.600000,24.700000,,25.700000,11.300000,26.800000,29.900000,24.100000,33.300000,25,47.100000,1881
2019/03/20 06:00:00+00,,21.600000,10.800000,14.700000,21.200000,,32.100000,14,34.900000,34.100000,28.600000,38.300000,29.700000,47.900000,1882
2019/03/20 07:00:00+00,,27.300000,13,18.300000,23.400000,,39.500000,11.300000,60.700000,41,35.500000,43.100000,32.500000,48.300000,1883
2019/03/20 08:00:00+00,,26.400000,14.600000,22.200000,24,,38.800000,26.500000,46.500000,45.300000,35.400000,39.100000,38,55,1884
2019/03/20 09:00:00+00,,30.400000,13.200000,19.500000,32.100000,,34.500000,21.200000,40.400000,45,24.700000,47.700000,39,39.600000,1885
2019/03/20 10:00:00+00,,29.300000,10,10.200000,25.900000,,29.700000,20.100000,36.900000,42.800000,10.400000,48.700000,36.900000,21.200000,1886
2019/03/20 11:00:00+00,,18,13,8.600000,13.600000,,22.700000,7.200000,17.300000,30.200000,20.300000,22.300000,27.200000,22.300000,1887
2019/03/20 12:00:00+00,,11.900000,11.200000,4.700000,9.800000,,13.100000,4.900000,12.500000,17.600000,11.500000,9,16.100000,10.800000,1888
2019/03/20 13:00:00+00,,14.600000,7.400000,4.100000,4.700000,,12.600000,10.100000,7.900000,8.700000,10.300000,9.400000,10.600000,8.600000,1889
2019/03/20 14:00:00+00,,12.200000,6.300000,1.700000,7.400000,,18.800000,8.900000,5,9.300000,8.300000,12.900000,12.800000,11.800000,1890
2019/03/20 15:00:00+00,,11.400000,7.700000,2.500000,7.900000,,22,9.500000,5.400000,11.400000,7.500000,13.400000,12.800000,11.200000,1891
2019/03/20 16:00:00+00,,11.100000,8.400000,11.300000,10.700000,,16.700000,8.300000,6,11.900000,8.200000,15.200000,13.400000,10.300000,1892
2019/03/20 17:00:00+00,,11.800000,7,9.800000,11.700000,,16.200000,14.300000,9.400000,12.200000,9.300000,11.800000,13.900000,11.200000,1893
2019/03/20 18:00:00+00,,15.800000,7.200000,6.700000,15.100000,,14.600000,10.300000,8,12.100000,12,17.400000,12.100000,19,1894
2019/03/20 19:00:00+00,,19.400000,14.100000,6.700000,14.200000,,15.500000,9.900000,15.900000,14,12.400000,19.900000,13.400000,28.200000,1895
2019/03/20 20:00:00+00,,19.400000,11.400000,7.600000,17.200000,,16.600000,14.800000,22.500000,22,13.900000,28.600000,14.800000,28.400000,1896
2019/03/20 21:00:00+00,,43.500000,15.300000,7.600000,18.100000,,22.800000,12.300000,30.900000,28.600000,19.700000,33.100000,16.400000,32.500000,1897
2019/03/20 22:00:00+00,,51.300000,11.700000,6.300000,19.800000,,28.800000,11.700000,38,43.600000,23.900000,38.700000,20.700000,36.400000,1898
2019/03/20 23:00:00+00,,41.800000,18.200000,8.800000,21.600000,,33.200000,16.800000,34.200000,50.800000,24.200000,45,22.500000,34.900000,1899
2019/03/21 00:00:00+00,,35.600000,23.300000,11.200000,27.700000,,31.300000,15.600000,38.800000,44.200000,22.900000,41.400000,25.500000,30.500000,1900
2019/03/21 01:00:00+00,,29.600000,21.900000,13.500000,24.900000,,31.700000,24.200000,34.400000,39.800000,22.700000,30.800000,26.400000,25.400000,1901
2019/03/21 02:00:00+00,,24.100000,16.200000,17.300000,27.200000,,30,21.300000,29.400000,40.400000,12.600000,30.700000,25.900000,22.100000,1902
2019/03/21 03:00:00+00,,30.700000,16.900000,12.500000,27,,30.300000,22.600000,26.900000,41.300000,17.800000,32,23.800000,23.600000,1903
2019/03/21 04:00:00+00,,26.500000,19.100000,15.900000,26.200000,,33.800000,26.600000,24.900000,35.800000,19,34.700000,30.800000,29.700000,1904
2019/03/21 05:00:00+00,,25.300000,17.900000,13.900000,25.900000,,35.800000,23.500000,26.500000,33.100000,20.700000,36.300000,45.500000,32.900000,1905
2019/03/21 06:00:00+00,,26.600000,18.900000,17.800000,26.200000,,35.300000,17.700000,27.200000,31.900000,27,44.200000,49.300000,32.200000,1906
2019/03/21 07:00:00+00,,35.800000,22.100000,16.100000,22.900000,,36.800000,22,30.300000,33.500000,35.800000,43.200000,41.700000,28,1907
2019/03/21 08:00:00+00,,37,16.300000,15.500000,33.500000,,32.200000,23.100000,27.700000,40.600000,30,37,32.200000,29,1908
2019/03/21 09:00:00+00,,21.900000,12.800000,9.900000,23.800000,,37.600000,27.300000,30.400000,41.800000,21.300000,30.900000,31.300000,27.200000,1909
2019/03/21 10:00:00+00,,16.100000,12.600000,8.400000,21.700000,,40.900000,20.700000,17.900000,30.500000,18.400000,27,30.300000,25,1910
2019/03/21 11:00:00+00,,18.100000,10.600000,7.100000,20.500000,,22.400000,17.700000,16.300000,19.800000,20,18.300000,30.900000,24.400000,1911
2019/03/21 12:00:00+00,,11.900000,14.400000,10.100000,13.900000,6.900000,19.900000,13.200000,13,17.500000,17.600000,13.900000,26.600000,19.300000,1912
2019/03/21 13:00:00+00,,12.200000,11,9.400000,13.100000,6.200000,16.300000,11.400000,9.700000,16.800000,13.700000,15.900000,21.800000,16,1913
2019/03/21 14:00:00+00,,13.600000,7.900000,8.900000,9.200000,8.900000,22,9.200000,9.500000,16.600000,10.100000,11.900000,19.400000,15.200000,1914
2019/03/21 15:00:00+00,,14.100000,9.300000,8.300000,12.900000,11,23.400000,12.500000,13,16.700000,12.300000,13.900000,17.500000,16.600000,1915
2019/03/21 16:00:00+00,,16.500000,12.200000,8.300000,19.600000,9.100000,22.500000,19.400000,9.500000,16.400000,14.300000,16.200000,19.400000,18.200000,1916
2019/03/21 17:00:00+00,,16.700000,12.700000,9.400000,12.900000,9.500000,22.400000,18.800000,10.700000,18.900000,15.500000,16.200000,20.900000,15.400000,1917
2019/03/21 18:00:00+00,,18.300000,19.200000,20.200000,15.200000,9.600000,25.500000,17.900000,17.500000,20.300000,14.200000,18.900000,21,18.800000,1918
2019/03/21 19:00:00+00,,21.600000,13.900000,21,27.800000,10.900000,27.300000,15.100000,21.800000,19.300000,23.700000,19.400000,21.100000,29.200000,1919
2019/03/21 20:00:00+00,,27.700000,19.100000,10.200000,22.800000,18.600000,30.200000,19.900000,26,21.100000,23.700000,19.200000,24.400000,31.700000,1920
2019/03/21 21:00:00+00,,31,15.800000,14.500000,16.100000,20.300000,32.200000,20.600000,26.900000,21.600000,24.100000,25.900000,28.500000,32.400000,1921
2019/03/21 22:00:00+00,,34.700000,13.800000,21.400000,12.800000,22.300000,29.600000,25.800000,27.400000,24.800000,25.800000,31.700000,28.400000,31.500000,1922
2019/03/21 23:00:00+00,,28.700000,12.400000,21.800000,13.400000,23.100000,29.300000,27.500000,21,25.200000,20,22,27.400000,26.700000,1923
2019/03/22 00:00:00+00,,33,10.400000,17.700000,18.100000,22.200000,26.800000,25.400000,17.300000,24.500000,23.600000,21.400000,26.600000,23.400000,1924
2019/03/22 01:00:00+00,,36.800000,15.600000,27.600000,16.600000,22.800000,28.500000,28.300000,15.600000,22.100000,26,21.100000,22.100000,25.700000,1925
2019/03/22 02:00:00+00,,29.100000,18.100000,18.500000,17.100000,26.600000,24,28.500000,17.500000,20.200000,23.400000,18.700000,23,21.700000,1926
2019/03/22 03:00:00+00,,30.300000,20.300000,20,20.100000,17.500000,25.100000,30.300000,20.600000,21.500000,20.200000,17.400000,23.500000,22.900000,1927
2019/03/22 04:00:00+00,,29.700000,23.700000,22.100000,12.800000,8.300000,27.600000,33.500000,17.700000,22.300000,23,19.200000,23.900000,27.700000,1928
2019/03/22 05:00:00+00,,33.100000,15.700000,22.600000,13.500000,13.400000,29.400000,18,22.700000,25.600000,23.500000,30.100000,26.500000,27.300000,1929
2019/03/22 06:00:00+00,,26.200000,10.200000,20.100000,15,12.100000,36.900000,18.100000,22.100000,28,27.100000,27.500000,30,38.300000,1930
2019/03/22 07:00:00+00,,40.800000,9.600000,26.100000,11.400000,11.100000,37.600000,19,21.600000,25.700000,28.300000,28.100000,30.200000,49.100000,1931
2019/03/22 08:00:00+00,,33.300000,11.100000,26.200000,16.600000,14.300000,41.400000,16,30,30.800000,27.600000,23.400000,32,40.100000,1932
2019/03/22 09:00:00+00,,33.800000,15.900000,25.200000,27.900000,18,47.800000,20.900000,36.700000,34.900000,31.100000,36.500000,36.400000,32.600000,1933
2019/03/22 10:00:00+00,,31.600000,21.700000,,30.900000,20.800000,52.600000,27.900000,39.500000,43.300000,30.200000,48.200000,38.500000,36.800000,1934
2019/03/22 11:00:00+00,,26,21.900000,,25.700000,24.600000,46.100000,37.300000,43.100000,47,29.100000,55.100000,50.300000,40,1935
2019/03/22 12:00:00+00,,16.300000,22,15.800000,29,17.400000,42,25,31.800000,50.200000,23.400000,47.600000,54.700000,33.200000,1936
2019/03/22 13:00:00+00,,17.300000,21,12.900000,28,19.300000,37.100000,21,28,45.700000,13,35.600000,51.300000,38.400000,1937
2019/03/22 14:00:00+00,,14.700000,18.600000,11.100000,14.700000,12.900000,31.600000,18.800000,30,28.300000,14.200000,31.600000,47,31.700000,1938
2019/03/22 15:00:00+00,,19.500000,20.300000,13.200000,20.900000,15.100000,26.800000,19,27.500000,19,13.700000,25.500000,41.500000,34.900000,1939
2019/03/22 16:00:00+00,,18.900000,19,16.200000,23.400000,9.800000,30,23.700000,21.500000,20.200000,14.600000,25.700000,38.100000,28.800000,1940
2019/03/22 17:00:00+00,,20.600000,14.900000,19.700000,22.700000,13.200000,25.900000,22.400000,23.700000,23.500000,13.200000,22.200000,32.400000,22.900000,1941
2019/03/22 18:00:00+00,,23.300000,23.400000,17.100000,22.200000,20.700000,27.700000,23.800000,15.300000,24.700000,14.700000,26.800000,26,17.800000,1942
2019/03/22 19:00:00+00,,34.400000,24,11.200000,26.500000,22.600000,32,26.100000,21.500000,24.300000,21.100000,24.100000,28.300000,26.100000,1943
2019/03/22 20:00:00+00,,48.500000,31.400000,15.300000,27.400000,23.200000,34,22.500000,22,26.100000,24.800000,28,33.100000,21.700000,1944
2019/03/22 21:00:00+00,,58.600000,33.200000,16.100000,35,29,40.700000,27.100000,28.200000,29,22.800000,41.400000,36.200000,28.200000,1945
2019/03/22 22:00:00+00,,50.200000,31.300000,18.900000,28.300000,32.500000,39.900000,23.400000,48.400000,42.600000,29.800000,38.900000,42.900000,33.800000,1946
2019/03/22 23:00:00+00,,32.700000,31.700000,18.500000,31.900000,31.700000,40.400000,22.400000,47.900000,44.900000,39.400000,41.800000,38,40.300000,1947
2019/03/23 00:00:00+00,,31.900000,39.900000,16.300000,32.700000,32.400000,38.500000,30.500000,40.800000,47.500000,31.200000,63.400000,37.500000,39.600000,1948
2019/03/23 01:00:00+00,,33.100000,45.900000,23.100000,35.200000,33.100000,38,23.800000,46.700000,49.600000,31.500000,59.700000,41.100000,46.800000,1949
2019/03/23 02:00:00+00,,34.700000,47.300000,16.100000,40.200000,19.400000,36.700000,28.800000,42,48.200000,28.700000,60.200000,44.800000,41.200000,1950
2019/03/23 03:00:00+00,,39.400000,24.700000,20.100000,33.400000,24.500000,35,27.400000,47.900000,47,30.400000,46.700000,45.800000,48.400000,1951
2019/03/23 04:00:00+00,,49.300000,15.200000,16.300000,28.600000,21.500000,42.500000,35.900000,34.700000,48.800000,42.900000,39.600000,51.500000,47.900000,1952
2019/03/23 05:00:00+00,,49.800000,9.300000,22.700000,22.100000,26,45.500000,37.800000,26.500000,46,43.200000,27.100000,45.300000,40,1953
2019/03/23 06:00:00+00,,45.900000,14.800000,25.900000,14.500000,22.300000,47.400000,28,21.500000,36.500000,38.800000,19.500000,33.300000,41.800000,1954
2019/03/23 07:00:00+00,,37.100000,21.900000,33.200000,20.500000,17.600000,41.100000,33.200000,23.800000,24.100000,30.200000,22.500000,26.100000,22.900000,1955
2019/03/23 08:00:00+00,,31.700000,28.200000,37.200000,27.700000,16.500000,29.500000,35,29,28.700000,26.600000,28.500000,25.300000,30.200000,1956
2019/03/23 09:00:00+00,,29,30.100000,25,30.100000,12.700000,37.800000,28.400000,36.400000,34,35,38.400000,31.500000,42.200000,1957
2019/03/23 10:00:00+00,,23.700000,30.200000,25.900000,33,21.600000,41.400000,36.300000,28.100000,37.400000,33.500000,38.700000,36.300000,38.400000,1958
2019/03/23 11:00:00+00,,36.900000,21.600000,22.200000,30.800000,30.800000,40.400000,33.600000,30.600000,39.600000,32.100000,34.300000,36.800000,30.400000,1959
2019/03/23 12:00:00+00,,35.100000,26.800000,25.400000,29.600000,30.100000,35.700000,35.800000,25.800000,32.300000,28.600000,24.800000,34.700000,32.700000,1960
2019/03/23 13:00:00+00,,36.100000,19.400000,21.600000,26.300000,18,36.100000,38.400000,21.600000,27.900000,29.900000,24.500000,34.100000,28.400000,1961
2019/03/23 14:00:00+00,,34.600000,18.800000,30.900000,22,19.700000,33.100000,43.800000,18.800000,29.900000,27.700000,24.400000,32.800000,32.700000,1962
2019/03/23 15:00:00+00,,41.400000,18.600000,31.600000,20.400000,25.200000,27.200000,54.100000,19.700000,27.800000,25.300000,24,32,24.100000,1963
2019/03/23 16:00:00+00,,33.400000,18.800000,33.800000,20,18.200000,28.500000,40.500000,17.300000,25.200000,22.100000,22.900000,27,24.300000,1964
2019/03/23 17:00:00+00,,26.800000,19.600000,31.600000,22,17.700000,28.400000,38.200000,20.900000,22.300000,20.300000,19.200000,24.500000,25,1965
2019/03/23 18:00:00+00,,27.700000,24.700000,26.500000,24.900000,16,32.500000,30.600000,25.300000,26.600000,23.400000,28.500000,26.800000,30.300000,1966
2019/03/23 19:00:00+00,,29.600000,30.600000,24.700000,29.400000,13.500000,36.100000,24.800000,25.300000,31,24.700000,34.800000,29.400000,35.200000,1967
2019/03/23 20:00:00+00,,31.500000,32.700000,26.100000,33.300000,23.500000,38.900000,21.800000,32,36.600000,28.500000,35.800000,33.100000,40.900000,1968
2019/03/23 21:00:00+00,,36.900000,32,24.800000,33.600000,30,42.700000,33.300000,40.500000,37.700000,30.100000,37.800000,38.100000,45.300000,1969
2019/03/23 22:00:00+00,,64.600000,30.800000,27.500000,31.300000,35,43.500000,34.900000,34.400000,41.300000,38.800000,41.300000,39,38.400000,1970
2019/03/23 23:00:00+00,,43.100000,30.900000,22.800000,31.500000,41.700000,40.200000,31.200000,31.200000,39.700000,29.300000,40.100000,38.800000,41.600000,1971
2019/03/24 00:00:00+00,,41.200000,34.800000,27.500000,35.100000,30.100000,44.400000,37.400000,34.800000,37,33.400000,35.500000,39.900000,43.300000,1972
2019/03/24 01:00:00+00,,47.900000,40.800000,25.800000,37.500000,30.500000,44.500000,35,34.500000,39.800000,35.800000,34.500000,41.100000,43.100000,1973
2019/03/24 02:00:00+00,,44.500000,38.400000,26,43,30.300000,46.400000,34.900000,39.500000,46.100000,45.300000,43.700000,45,42.600000,1974
2019/03/24 03:00:00+00,,45.100000,36.600000,26.400000,43.600000,39.400000,45.300000,29,33.400000,49.400000,44.700000,45,46.500000,48.800000,1975
2019/03/24 04:00:00+00,,43.700000,29.600000,23.200000,45.200000,35.400000,46.300000,36.100000,35.400000,46.900000,41.300000,43.500000,45,49.100000,1976
2019/03/24 05:00:00+00,,40.200000,26.800000,17.600000,37.400000,41.600000,44.200000,45.400000,38.600000,45.500000,41,40.800000,46.200000,46.500000,1977
2019/03/24 06:00:00+00,,43,26.300000,14.400000,29.200000,38,42.200000,45.300000,40.100000,42.800000,49.500000,36.700000,46.700000,51.400000,1978
2019/03/24 07:00:00+00,,51.200000,21.100000,19.600000,31.100000,34.500000,42.800000,42.300000,39.500000,36.200000,46.600000,30.800000,44.700000,48.600000,1979
2019/03/24 08:00:00+00,,56.200000,25.700000,27.900000,31.700000,33.900000,40.900000,50.700000,33.200000,37.500000,36.300000,37.500000,40.500000,38.300000,1980
2019/03/24 09:00:00+00,,52.300000,24,29.100000,33.300000,31.300000,40.700000,51.300000,35.200000,37.400000,37.300000,33.300000,38.500000,36.700000,1981
2019/03/24 10:00:00+00,,52.700000,28,41.600000,32.900000,29.800000,44.300000,49.600000,31.200000,36.700000,31,34.100000,36.100000,34,1982
2019/03/24 11:00:00+00,,43.700000,22.800000,43.400000,35,35.600000,40.700000,43.800000,34.100000,37,31.400000,33.100000,35,35.400000,1983
2019/03/24 12:00:00+00,,38.100000,26,41.200000,30.700000,34.500000,42.600000,36,35.500000,37.600000,29.200000,42.800000,36.800000,31.600000,1984
2019/03/24 13:00:00+00,,30.300000,15.700000,37.800000,22.100000,29.300000,36,30,30.700000,34.700000,29.300000,27.300000,37.800000,29.400000,1985
2019/03/24 14:00:00+00,,27.900000,12.500000,23.500000,20.100000,24.500000,24.200000,33.100000,16,25.100000,24.100000,19.100000,31.200000,19,1986
2019/03/24 15:00:00+00,,30,15.600000,21.500000,16.700000,13.100000,19.200000,26.600000,15.400000,17.800000,8.300000,18.600000,20.800000,15.100000,1987
2019/03/24 16:00:00+00,,14.900000,11,23,21.200000,8.600000,20.500000,22.600000,15.700000,18.300000,15.200000,13.200000,19,15.700000,1988
2019/03/24 17:00:00+00,,17,11.400000,4.400000,12.700000,6.900000,15.100000,13.600000,13.800000,17,17.700000,15,19.300000,14.600000,1989
2019/03/24 18:00:00+00,,22.500000,9.600000,13.200000,13.300000,11,18.400000,14.800000,13.900000,14.500000,11.900000,11.900000,16.100000,15.800000,1990
2019/03/24 19:00:00+00,,23.400000,12.700000,10,12.400000,16.500000,19.300000,17,12.100000,13.300000,15.200000,20.100000,14.200000,18.800000,1991
2019/03/24 20:00:00+00,,22.900000,15.600000,9.400000,15.300000,11.800000,31.100000,21.300000,15.700000,16.800000,15.800000,19.900000,17.800000,14.800000,1992
2019/03/24 21:00:00+00,,19.300000,19.400000,7.100000,15.600000,13.600000,34.400000,23.200000,22.900000,24.700000,14.300000,24.300000,20.600000,14.500000,1993
2019/03/24 22:00:00+00,,19.400000,10.600000,9,17.200000,9,20.300000,17.200000,24.300000,24.800000,18,27.900000,22.700000,15.300000,1994
2019/03/24 23:00:00+00,,35.400000,12.300000,9.800000,15.700000,7.700000,14.800000,16.300000,19.600000,16.900000,15.200000,24,19,13.600000,1995
2019/03/25 00:00:00+00,,35.600000,9.500000,18.200000,5.500000,7.500000,14,10.200000,11.900000,10.600000,10,9.500000,12.300000,12.600000,1996
2019/03/25 01:00:00+00,,36.400000,7.300000,26.500000,7.300000,5.900000,11.800000,9.400000,13.200000,9.600000,8.800000,5.800000,8.400000,11,1997
2019/03/25 02:00:00+00,,28.900000,6.800000,19.400000,8.600000,9.300000,8.700000,7.800000,9.900000,9.500000,7.400000,3.700000,7.600000,9.900000,1998
2019/03/25 03:00:00+00,,28.100000,7.100000,12.300000,8.700000,10.700000,11,7.400000,9.100000,9.700000,10.800000,9.200000,11.800000,10.200000,1999
2019/03/25 04:00:00+00,,18.900000,7.700000,9.100000,11,13.200000,21.400000,12.300000,10.700000,14.300000,15.900000,15.700000,14.500000,12.500000,2000
2019/03/25 05:00:00+00,,21.300000,10.800000,8.600000,15.100000,11.600000,27.500000,14.300000,10.400000,17,15.800000,21.100000,18,17.300000,2001
2019/03/25 06:00:00+00,,21.500000,11.500000,5.600000,13.100000,12.200000,31,14.600000,9.500000,18.100000,20.700000,27.900000,18.500000,17,2002
2019/03/25 07:00:00+00,,26.500000,14.800000,6.200000,10.300000,13.100000,30.100000,12.600000,15.400000,20.100000,16.700000,24.100000,20,16.200000,2003
2019/03/25 08:00:00+00,,22.400000,11,14.400000,10.400000,15.400000,17.900000,12,11.900000,18.900000,9.900000,11.700000,18.100000,14.100000,2004
2019/03/25 09:00:00+00,,14.600000,8.200000,10.400000,9.200000,4.700000,10.800000,11.300000,6.600000,13.400000,10,9.200000,14.200000,9.700000,2005
2019/03/25 10:00:00+00,,9.600000,6.200000,10.800000,6.800000,6.200000,12.200000,7.100000,6,11.300000,7.400000,6.900000,12.300000,6.900000,2006
2019/03/25 11:00:00+00,,5.500000,4,6.300000,5.900000,5.200000,9.900000,3.800000,4.500000,10.200000,6.400000,5.600000,,7.600000,2007
2019/03/25 12:00:00+00,,10.500000,4.200000,6.300000,4.300000,4.200000,9.400000,6.600000,5.800000,9.800000,8.600000,5.200000,,8,2008
